1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.892361111111111,0.10763888888888885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.6941068672839504,0.19825424382716042,0.10763888888888885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.49176150977366256,0.202345357510288,0.19825424382716042,0.10763888888888885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.316824202674897,0.1749373070987654,0.202345357510288,0.19825424382716042,0.10763888888888885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.18995949074074067,0.12686471193415635,0.1749373070987654,0.202345357510288,0.20722415123456786,0.0986689814814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.117384420010288,0.07257507073045268,0.12686471193415635,0.1749373070987654,0.21687323173868314,0.19269627700617273,0.0986689814814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08942579732510281,0.027958622685185192,0.07257507073045268,0.12686471193415635,0.1865776909722223,0.2052328478652263,0.19269627700617273,0.0986689814814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08375530478395055,0.005670492541152265,0.027958622685185192,0.07257507073045268,0.13213935506687244,0.18130304783950627,0.2052328478652263,0.19269627700617273,0.0986689814814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08333333333333327,0.00042197145061728393,0.005670492541152265,0.027958622685185192,0.07373850630144034,0.13097591949588486,0.18130304783950627,0.2142027552726337,0.18372636959876543,0.0986689814814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
